date,age,word,flag
20150801,84,"呂福祿","nr"
20150801,39,"王俐","nr"
20150801,32,"吳姓","nr"
20150801,20,"曾宇謙","nr"
20150801,15,"小提琴家","n"
20150801,15,"小提琴家","n"
20150801,16,"美國","ns"
20150801,18,"青少年","nr"
20150801,13,"兒子","n"
20150801,1,"女兒","n"
20150801,1,"女兒","n"
20150801,7,"女兒","n"
20150801,9,"父親","n"
20150801,106,"宋發棟","nr"
20150801,25,"上兵","n"
20150801,76,"金馬","n"
20150801,30,"荷登","nrt"
20150801,53,"母親","n"
20150801,34,"陸軍","n"
20150801,9,"父親","n"
20150801,78,"李姓","nrfg"
20150801,65,"男子","n"
20150801,89,"老嫗","n"
20150801,80,"民眾","n"
20150801,28,"詹可渝","nr"
20150801,84,"呂福祿","nr"
20150801,78,"李姓","nrfg"
20150801,39,"莎莉","nr"
20150801,34,"騎士","n"
20150801,25,"馬姓志","nr"
20150801,20,"綱學","n"
20150801,20,"歲者","n"
20150801,95,"阿公","nr"
20150801,95,"陳朝聰","nr"
20150801,95,"陳朝聰","nr"
20150801,95,"陳朝聰","nr"
20150801,34,"機車","n"
20150801,55,"帕莫","nr"
20150801,30,"薛軒","nr"
20150801,20,"林冠","nr"
20150801,72,"李道義","nr"
20150801,12,"許立緯","nr"
20150801,29,"媒體","n"
20150801,90,"奶奶","n"
20150801,42,"魔女","n"
20150801,14,"女兒","n"
20150801,32,"男士","n"
20150801,3,"黑人","n"
20150801,39,"小孩","n"
20150801,5,"時","ng"
20150801,10,"男童","n"
20150801,49,"官姓","n"
20150801,20,"歲者","n"
20150801,65,"男子","n"
20150801,89,"老嫗","n"
20150801,1,"女孩","n"
20150801,1,"小雪","n"
20150801,34,"陸軍","n"
20150801,23,"下士","n"
20150801,59,"陳塗水","nr"
20150801,1,"幼兒","n"
20150801,4,"孩子","n"
20150801,1,"嬰兒","n"
20150801,63,"吳聲祥","nr"
20150801,40,"陳姓","nr"
20150801,1,"小女孩","n"
20150801,34,"機車","n"
20150801,60,"吳媽媽","nr"
20150801,32,"男子","n"
20150801,19,"時","ng"
20150801,20,"林冠","nr"
20150801,18,"大學","n"
20150801,12,"小女孩","n"
20150801,12,"小女生","nr"
20150801,12,"小女孩","n"
20150801,6,"女童","n"
20150801,39,"莎莉","nr"
20150801,17,"工作","vn"
20150801,29,"媒體","n"
20150801,90,"奶奶","n"
20150801,42,"魔女","n"
20150801,14,"女兒","n"
20150801,32,"男士","n"
20150801,34,"機車","n"
20150801,37,"邱","nr"
20150801,22,"國立","n"
20150801,16,"台美","ns"
20150801,4,"姊姊","n"
20150801,16,"賈凱","nr"
20150801,12,"小女生","nr"
20150801,10,"代數","n"
20150801,36,"名山","n"
20150801,48,"安非他命","nz"
20150801,18,"大學","n"
20150801,52,"設計","vn"
20150801,44,"古巴","ns"
20150801,66,"章姓","n"
20150801,17,"蕭姓","nr"
20150801,25,"兵學弟","n"
20150801,24,"鑫","nr"
20150801,28,"亞柏老","nr"
20150801,17,"小將胡","nr"
20150801,15,"泰山","ns"
20150801,39,"凍齡","n"
20150801,21,"新秀","nz"
20150801,24,"張凱貞","nr"
20150801,39,"女星","n"
20150801,3,"香港","ns"
20150801,46,"金曲","n"
20150801,60,"大壽","n"
20150801,19,"坦言","n"
20150801,40,"吳姓","nr"
20150801,40,"吳姓","nr"
20150801,106,"宋發棟","nr"
20150801,27,"陳姿予","nr"
20150801,22,"女孩","n"
20150801,22,"李柔","nr"
20150801,19,"妹妹","n"
20150801,52,"設計","vn"
20150801,18,"大學","n"
20150801,2,"蔡姓","nr"
20150801,24,"陳姓","nr"
20150801,68,"酆","nr"
20150801,54,"美國","ns"
20150801,40,"吳姓","nr"
20150801,14,"成員","n"
20150801,58,"李姓","nrfg"
20150801,39,"王姓","n"
20150801,24,"鑫","nr"
20150801,15,"布瓦","nrt"
20150801,14,"犢","ng"
20150801,36,"單","n"
20150801,43,"古巴","ns"
20150801,45,"德甲","ns"
20150801,14,"粉絲","n"
20150801,17,"李姓","nrfg"
20150801,26,"周姓","n"
20150801,3,"因腸","n"
20150801,72,"郭伯雄","nr"
20150801,32,"男子","n"
20150801,32,"賈","nr"
20150801,21,"疾病","n"
20150801,60,"比例","n"
20150801,34,"媽","n"
20150801,34,"李亮瑾","nr"
20150801,30,"卡位","n"
20150801,60,"比例","n"
20150801,43,"朱茵","nr"
20150801,24,"男子","n"
20150801,24,"男子","n"
20150801,22,"身材","n"
20150801,20,"陳","nr"
20150801,25,"慈善","nr"
20150801,42,"英國","ns"
20150801,29,"菲莉","nrt"
20150801,13,"女友","n"
20150801,1,"女兒","n"
20150801,17,"李姓","nrfg"
20150801,23,"蘇男","nr"
20150801,52,"楊姓","n"
20150801,12,"孩子","n"
20150801,12,"孩子","n"
20150801,15,"鐵人","n"
20150801,14,"美國","ns"
20150801,2,"蔡姓","nr"
20150801,19,"青少年","nr"
20150801,20,"女性","n"
20150801,54,"陳敏爾","nr"
20150801,54,"河北省","ns"
20150801,23,"法國","ns"
20150801,21,"陳冠丞","nrfg"
20150801,5,"兒子","n"
20150801,3,"因腸","n"
20150801,30,"吳麗英","nr"
20150801,19,"有性","n"
20150801,12,"女","n"
20150801,15,"鐵人","n"
20150801,14,"林家","n"
20150801,28,"印尼","ns"
20150801,18,"同學","n"
20150801,9,"女兒","n"
20150801,13,"演員","n"
20150801,36,"前科","n"
20150801,59,"蔡姓","nr"
20150801,14,"犢","ng"
20150801,14,"齡","ng"
20150801,17,"學生","n"
20150801,53,"桌球","n"
20150801,52,"黃","n"
20150801,61,"徐傳順","nr"
20150801,23,"蘇姓","ns"
20150801,17,"李姓","nrfg"
20150801,32,"日本","ns"
20150801,29,"同門","n"
20150801,1,"嬰兒","n"
20150801,1,"嬰兒","n"
20150801,88,"夏政安","nr"
20150801,20,"弟弟","n"
20150801,30,"正妹","n"
20150801,50,"藝人","n"
20150801,19,"有性","n"
20150801,18,"學學","n"
20150801,18,"成員","n"
20150801,57,"鄧姓","nr"
20150801,53,"李姓","nrfg"
20150801,27,"澳洲","ns"
20150801,14,"犢","ng"
20150801,14,"齡","ng"
20150801,60,"陳姓婦","nr"
20150801,16,"陳姓","nr"
20150801,18,"學學","n"
20150801,18,"成員","n"
20150801,22,"王姓","n"
20150801,106,"人瑞","nz"
20150801,44,"鄭裕曦","nr"
20150801,69,"吳德明","nr"
20150801,37,"女兒","n"
20150801,1,"後","nr"
20150801,6,"癲癇","n"
20150801,22,"王姓","n"
20150801,8,"小弟弟","nr"
20150801,3,"女兒","n"
20150801,15,"高中生","nr"
20150801,69,"黃姓","n"
20150801,14,"林家","n"
20150801,14,"參賽","n"
20150801,14,"楷文","n"
20150801,18,"學生","n"
20150801,18,"學生","n"
20150801,18,"學生","n"
20150801,18,"學生","n"
20150801,88,"夏政安","nr"
20150801,74,"胡敏明","nr"
20150801,18,"兄長","n"
20150801,22,"同村","n"
20150801,20,"林冠","nr"
20150801,22,"日本","ns"
20150801,57,"糖尿病","n"
20150801,57,"糖尿病","n"
20150801,40,"賴女","n"
20150801,18,"學生","n"
20150801,18,"作區","n"
20150801,18,"教育部","n"
20150801,8,"肌肉","n"
20150801,9,"刮痧","vn"
20150801,10,"中藥","n"
20150801,7,"時驟","n"
20150801,2,"女兒","n"
20150801,28,"楊婉容","nr"
20150801,27,"美美","ns"
20150801,2,"蔡姓","nr"
20150801,60,"范某","nr"
20150801,6,"小偉","nr"
20150801,20,"空窗","n"
20150801,48,"歐","n"
20150801,46,"翁壽良","nr"
20150801,34,"吳美鳳","nr"
20150801,2,"男童","n"
20150801,2,"男童","n"
20150801,19,"青少年","nr"
20150801,19,"人口","n"
20150801,25,"林姓","nrfg"
20150801,34,"林姓","nrfg"
20150801,25,"林姓","nrfg"
20150801,20,"弟弟","n"
20150801,13,"師學","n"
20150801,17,"聲","n"
20150801,30,"冠軍","n"
20150801,50,"體力","n"
20150801,45,"歐陽","ns"
20150801,60,"林青霞","nr"
20150801,69,"吳德明","nr"
20150801,74,"胡敏明","nr"
20150801,18,"兄長","n"
20150801,22,"同村","n"
20150801,18,"分化","vn"
20150801,43,"港星","n"
20150801,32,"辣媽","n"
20150801,25,"身家","n"
20150801,14,"少女","n"
20150801,1,"人工","n"
20150801,2,"後","nr"
20150801,1,"手術","n"
20150801,12,"蔡傑","nr"
20150801,4,"庚","nr"
20150801,17,"寶弟","n"
20150801,24,"小樂","n"
20150801,28,"小杰","n"
20150801,18,"人音","n"
20150801,42,"高姓","n"
20150801,61,"丁先生","nr"
20150801,18,"學生","n"
20150801,18,"學生","n"
20150801,18,"學學","n"
20150801,18,"學生","n"
20150801,18,"學生","n"
20150801,34,"林姓","nrfg"
20150801,34,"林姓","nrfg"
20150801,3,"大兒子","n"
20150801,18,"時","ng"
20150801,55,"男子","n"
20150801,55,"鄭秋金","nr"
20150801,25,"學弟","n"
20150801,4,"小男孩","n"
20150801,1,"弟弟","n"
20150801,14,"哈拉","nrt"
20150801,85,"全樂","n"
20150801,15,"小琪","nr"
20150801,18,"分化","vn"
20150801,40,"男子","n"
20150801,52,"楊姓婦","nr"
20150801,18,"學生","n"
20150801,20,"情侶","n"
20150801,42,"韓星","nr"
20150801,13,"女星","n"
20150801,44,"船員","n"
20150801,60,"比例","n"
20150801,18,"學生","n"
20150801,26,"新手","n"
20150801,34,"蔡依林","nr"
20150801,40,"高齡","n"
20150801,3,"時","ng"
20150801,60,"莊姓","n"
20150801,18,"少女","n"
20150801,30,"女子","n"
20150801,38,"老將","n"
20150801,40,"黃姓","n"
20150801,40,"黃姓","n"
20150801,40,"林姓","nrfg"
20150801,28,"印尼","ns"
20150801,58,"葉","n"
20150801,18,"事針","n"
20150801,32,"吳姓","nr"
20150801,38,"中國","ns"
20150801,24,"張姓","nr"
20150801,35,"玩家","n"
20150801,45,"玩家","n"
20150801,40,"黃浴","nr"
20150801,40,"人","n"
20150801,13,"少女","n"
20150801,13,"少女","n"
20150801,35,"玩家","n"
20150801,45,"玩家","n"
20150801,13,"名牌","n"
20150801,27,"妻子","n"
20150801,3,"兒子","n"
20150801,13,"女星","n"
20150801,86,"徐福","nr"
20150801,82,"陳錦坤","nr"
20150801,84,"曾國渠","nr"
20150801,90,"范金","n"
20150801,99,"人瑞","nz"
20150801,31,"Sasha","eng"
20150801,30,"女子","n"
20150801,41,"黃姓","n"
20150801,41,"林姓","nrfg"
20150801,18,"學學生","n"
20150801,78,"新郎","n"
20150801,14,"新娘","n"
20150801,28,"印尼","ns"
20150801,21,"男子","n"
20150801,40,"黃姓","n"
20150801,18,"學學","n"
20150801,36,"吳佩慈","nr"
20150801,24,"嬰兒","n"
20150801,18,"學學","n"
20150801,69,"港星","n"
20150801,41,"羅家英","nr"
20150801,61,"汪明荃","nr"
20150801,29,"伍鐸","nr"
20150801,25,"林姓","nrfg"
20150801,18,"學生","n"
20150801,12,"院童","n"
20150801,12,"同心","n"
20150801,28,"徐姓","nrfg"
20150801,52,"台東","ns"
20150801,18,"學學","n"
20150801,22,"潘姓","nr"
20150801,18,"學學","n"
20150801,64,"譚姓","nr"
20150801,33,"林姓","nrfg"
20150801,46,"翁壽良","nr"
20150801,52,"楊大媽","nr"
20150801,13,"C","eng"
20150801,18,"學生","n"
20150801,3,"棒球","n"
20150801,32,"吳姓","nr"
20150801,15,"高雄","n"
20150801,12,"蔡傑","nr"
20150801,44,"香港","ns"
20150801,47,"王","nr"
20150801,61,"AV","eng"
20150801,18,"學學","n"
20150801,80,"魏滄郎","nr"
20150801,15,"時","ng"
20150801,35,"球季","n"
20150801,56,"林姓","nrfg"
20150801,56,"林姓","nrfg"
20150801,56,"杜姓","n"
20150801,13,"男孩","n"
20150801,13,"男孩","n"
20150801,23,"工","n"
20150801,41,"男子","n"
20150801,17,"許冠澤","nr"
20150801,50,"殷姓","n"
20150801,50,"殷男","nr"
20150801,65,"長者","n"
20150801,16,"全額","n"
20150801,16,"習俗","n"
20150801,16,"科儀","n"
20150801,16,"行列","n"
20150801,16,"禮展","n"
20150801,16,"科儀","n"
20150801,23,"Maggy","eng"
20150801,2,"嬰兒","n"
20150801,36,"吳佩慈","nr"
20150801,73,"男性","n"
20150801,40,"時","ng"
20150801,28,"男子","n"
20150801,19,"王姓","n"
20150801,4,"哥哥","ns"
20150801,24,"郭姓","nr"
20150801,24,"郭姓","nr"
20150801,56,"杜姓","n"
20150801,18,"台中人","n"
20150801,12,"父母","n"
20150801,20,"宋運川","nr"
20150801,12,"父母","n"
20150801,49,"官姓","n"
20150801,49,"官姓","n"
20150801,5,"男童","n"
20150801,67,"希拉","nrt"
20150801,18,"學學","n"
20150801,14,"女兒","n"
20150801,23,"照片","n"
20150801,41,"英國","ns"
20150801,29,"金","ng"
20150801,29,"上班族","nz"
20150801,60,"家管","n"
20150801,44,"粉","n"
20150801,19,"王姓","n"
20150801,6,"父母","n"
20150801,22,"於","nr"
20150801,96,"林溪榮","nr"
20150801,55,"吳春義","nr"
20150801,6,"畢業","n"
20150801,74,"林","n"
20150801,89,"杜叔文","nr"
20150801,63,"許國楨","nr"
20150801,28,"韋","nr"
20150801,35,"身手","n"
20150801,73,"男性","n"
20150801,67,"希拉","nrt"
20150801,5,"男童","n"
20150801,27,"於","nr"
20150801,22,"張博凱","nr"
20150801,5,"兒子","n"
20150801,16,"師大","nr"
20150801,31,"札克","nrt"
20150801,20,"張姓","nr"
20150801,20,"男","n"
20150801,34,"特森","nr"
20150801,20,"宋運川","nr"
20150801,12,"父母","n"
20150801,39,"瓦倫","nrt"
20150801,28,"帕拉","nrt"
20150801,29,"瑟斯","nrt"
20150801,24,"人","n"
20150801,5,"作曲","n"
20150801,34,"挪威","ns"
20150801,5,"女兒","n"
20150801,5,"娃","ng"
20150801,5,"娃","ng"
20150801,80,"母","n"
20150801,20,"張姓","nr"
20150801,20,"男","n"
20150801,34,"特森","nr"
20150801,31,"瑞典","ns"
20150801,37,"劉男","nr"
20150801,81,"吳","nr"
20150801,61,"重度","n"
20150801,21,"旅美","vn"
20150801,14,"F4","eng"
20150801,13,"少女","n"
20150801,13,"少男","nr"
20150801,30,"結","n"
20150801,28,"兒子","n"
20150801,60,"台灣國","ns"
20150801,44,"粉","n"
20150801,26,"女性","n"
20150801,15,"隊長","n"
20150801,30,"阿姨","nr"
20150801,38,"林姓","nrfg"
20150801,7,"白芯羽","nr"
20150801,28,"左胸","n"
20150801,36,"媽媽","n"
20150801,30,"哈","ns"
20150801,28,"車主","n"
20150801,30,"婚生子","n"
20150801,29,"身","ng"
20150801,40,"林志玲","nr"
20150801,30,"馬險","n"
20150801,11,"彬和","ns"
20150801,14,"F4","eng"
20150801,81,"老翁","nr"
20150801,81,"柏格","n"
20150801,69,"女性","n"
20150801,30,"後","nr"
20150801,69,"婦女","n"
20150801,31,"祖克柏","nr"
20150801,30,"醫生","n"
20150801,25,"青春","ns"
20150801,17,"母親","n"
20150801,69,"女性","n"
20150801,30,"後","nr"
20150801,69,"婦女","n"
20150801,1,"女兒","n"
20150801,34,"蔡依林","nr"
20150801,40,"高齡","n"
20150801,56,"王惠華","nr"
20150801,17,"鮮肉","n"
20150801,29,"女子","n"
20150801,31,"祖克柏","nr"
20150801,30,"醫生","n"
20150801,22,"潘姓","nr"
20150801,20,"弟弟","n"
20150801,25,"泰勒","nr"
20150801,24,"江姓","n"
20150801,79,"妻子","n"
20150801,15,"難民","n"
20150801,50,"體力","n"
20150801,40,"林志玲","nr"
20150801,29,"湯普生","nr"
20150801,50,"體力","n"
20150801,44,"船員","n"
20150801,21,"白人","n"
20150801,13,"雄","ng"
20150801,30,"林姓","nrfg"
20150801,33,"生命","vn"
20150801,37,"音","n"
20150801,13,"少女","n"
20150801,13,"少男","nr"
20150801,13,"少女","n"
20150801,13,"少男","nr"
20150801,29,"性","n"
20150801,56,"肌","ng"
20150801,31,"祖克柏","nr"
20150801,30,"時","ng"
20150801,31,"傑普森","nr"
20150801,30,"正妹","n"
20150801,79,"吳姓","nr"
20150801,17,"弟弟","n"
20150801,12,"小朋友","n"
20150801,20,"嫌犯","n"
20150801,20,"王姓","n"
20150801,60,"黃姓","n"
20150801,24,"花蓮人","nr"
20150801,73,"n","eng"
20150801,19,"心願","n"
20150801,31,"祖克柏","nr"
20150801,47,"盲腸","n"
20150801,28,"學生","n"
20150801,35,"馬怡鴻","nr"
20150801,30,"兒子","n"
20150801,60,"印度","ns"
20150801,5,"寶貝兒","nr"
20150801,78,"陳","nr"
20150801,71,"穆塞韋尼","nrt"
20150801,36,"吳佩慈","nr"
20150801,1,"小蕊蕊","nr"
20150801,26,"身材","n"
20150801,28,"主","n"
20150801,48,"歌壇","n"
20150801,40,"民眾","n"
20150801,25,"英國","ns"
20150801,29,"弗里德曼","nrt"
20150801,33,"朱姓","n"
20150801,28,"男子","n"
20150801,60,"母親","n"
20150801,77,"外婆","n"
20150801,52,"爸爸","n"
20150801,52,"楊大媽","nr"
20150801,12,"世界","n"
20150801,44,"美籍","n"
20150801,14,"公分","n"
20150801,30,"日本","ns"
20150801,46,"蓋瑞奇","nr"
20150801,14,"賈姬","nr"
20150801,17,"弟弟","n"
20150801,28,"男子","n"
20150801,1,"女娃","n"
20150801,1,"女娃","n"
20150801,22,"男學員","n"
20150801,40,"熟齡","n"
20150801,30,"男性","n"
20150801,57,"建築","n"
20150801,45,"學歷","n"
20150801,50,"族群","n"
20150801,65,"老人","n"
20150801,73,"學歷","n"
20150801,20,"機車","n"
20150801,56,"陳宏","nr"
20150801,47,"婚姻","n"
20150801,32,"男子","n"
20150801,25,"後","nr"
20150801,22,"女","n"
20150801,55,"林太太","nr"
20150801,7,"兒子","n"
20150801,7,"大兒","n"
20150801,6,"兒子","n"
20150801,45,"臉","n"
20150801,25,"男子","n"
20150801,14,"學生","n"
20150801,31,"祖克柏","nr"
20150801,26,"雅各","nrt"
20150801,21,"胡智","nr"
20150801,31,"Jepsen","eng"
20150801,19,"出賽","vn"
20150801,26,"志工","n"
20150801,33,"寶貴","nr"
20150801,17,"弟弟","n"
20150801,17,"徐匯","nr"
20150801,27,"大弟","n"
20150801,17,"小弟","n"
20150801,42,"高齡","n"
20150801,34,"事工業","n"
20150801,19,"學生","n"
20150801,37,"音","n"
20150801,16,"生母","n"
20150801,6,"時","ng"
20150801,24,"花蓮人","nr"
20150801,24,"家庭","n"
20150801,18,"歐力靖","nr"
20150801,39,"劉","nr"
20150801,40,"徐男","nr"
20150801,62,"錢","n"
20150801,19,"男子","n"
20150801,48,"嘉義縣","ns"
20150801,60,"座車","n"
20150801,26,"黃父","n"
20150801,38,"新手","n"
20150801,13,"國二","n"
20150801,27,"妻子","n"
20150801,10,"女兒","n"
20150801,38,"父母","n"
20150801,40,"林志穎","nr"
20150801,4,"哥哥","ns"
20150801,60,"印度","ns"
20150801,98,"教父","n"
20150801,60,"印度","ns"
20150801,60,"印度","ns"
20150801,44,"馬斯克","nr"
20150801,50,"妻子","n"
20150801,14,"公分","n"
20150801,18,"後","nr"
20150801,28,"帕拉","nrt"
20150801,72,"爺","ng"
20150801,3,"女童","n"
20150801,3,"女童","n"
20150801,7,"男童","n"
20150801,4,"哥哥","ns"
20150801,15,"女學","n"
20150801,16,"性交","n"
20150801,57,"少女","n"
20150801,80,"女人","n"
20150801,83,"老阿嬤","nr"
20150801,11,"女友","n"
20150801,43,"女友","n"
20150801,15,"女","n"
20150801,10,"女性","n"
20150801,21,"事","n"
20150801,2,"圈外人","n"
20150801,40,"n","eng"
20150801,14,"公分","n"
20150801,18,"後","nr"
20150801,14,"Issa","eng"
20150801,38,"獸","ng"
20150801,10,"女兒","n"
20150801,14,"女子","n"
20150802,60,"辣嬤","n"
20150802,17,"少女","n"
20150802,26,"高姓","n"
20150802,72,"畢紹普","nr"
20150802,28,"陳曉歡","nr"
20150802,24,"林家","n"
20150802,20,"羅伯茲","nr"
20150802,10,"語言","n"
20150802,17,"台灣","ns"
20150802,11,"朋友","n"
20150802,40,"日本","ns"
20150802,8,"女友","n"
20150802,5,"蔡姓","nr"
20150802,17,"主演","n"
20150802,55,"水泥工","n"
20150802,15,"少女","n"
20150802,57,"梁","n"
20150802,57,"失業","n"
20150802,22,"林詩嘉","nr"
20150802,19,"歐陽","ns"
20150802,50,"張姓","nrfg"
20150802,4,"兒子","n"
20150802,20,"景點","n"
20150802,9,"男生","n"
20150802,9,"陳勝杰","nr"
20150802,4,"星娃","n"
20150802,4,"軒軒","nr"
20150802,4,"兒子","n"
20150802,23,"男","n"
20150802,9,"男生","n"
20150802,5,"蔡姓","nr"
20150802,34,"演員","n"
20150802,2,"小兒子","n"
20150802,27,"布里","nrt"
20150802,30,"男子","n"
20150802,20,"羅伯茲","nr"
20150802,11,"小兒子","n"
20150802,27,"醫護人員","n"
20150802,24,"後","nr"
20150802,25,"帕帕","nr"
20150802,55,"巴默","nrt"
20150802,56,"妻子","n"
20150802,3,"小朋友","n"
20150802,2,"小朋友","n"
20150802,11,"孩子","n"
20150802,11,"兒童","n"
20150802,2,"時","ng"
20150802,5,"蔡姓","nr"
20150802,5,"蔡姓","nr"
20150802,6,"選秀","nz"
20150802,70,"許姓","n"
20150802,24,"吳姓","nr"
20150802,22,"吉他手","n"
20150802,4,"男童","n"
20150802,55,"巴默","nrt"
20150802,56,"妻子","n"
20150802,22,"後","nr"
20150802,35,"張姓","nrfg"
20150802,76,"盧姓","nr"
20150802,27,"盧曉晴","nr"
20150802,19,"弟弟","n"
20150802,10,"作家","n"
20150802,26,"薛蓓蓓其","nr"
20150802,45,"黃姓","n"
20150802,24,"弱勢","n"
20150802,43,"康崔","nr"
20150802,60,"後","nr"
20150802,28,"美女","n"
20150802,9,"小男生","nr"
20150802,9,"男生","n"
20150802,10,"唱歌","n"
20150802,90,"飛機","n"
20150802,5,"女童","n"
20150802,5,"女童","n"
20150802,5,"蔡姓","nr"
20150802,5,"於","nr"
20150802,20,"楊姓","nr"
20150802,22,"王姓","n"
20150802,12,"宏","nr"
20150802,12,"宏","nr"
20150802,5,"女童","n"
20150802,5,"女童","n"
20150802,2,"男童","n"
20150802,34,"孔姓","n"
20150802,61,"主車","n"
20150802,23,"訓導","vn"
20150802,8,"兒子","n"
20150802,18,"後","nr"
20150802,8,"男童","n"
20150802,50,"女子","n"
20150802,19,"結","n"
20150802,23,"林姓","nrfg"
20150802,52,"黃","n"
20150802,61,"徐傳順","nr"
20150802,62,"尹","nr"
20150802,50,"吳","nr"
20150802,6,"頭號","n"
20150802,59,"男性","n"
20150802,57,"梁","n"
20150802,39,"男性","n"
20150802,58,"谷春立","nr"
20150802,23,"林姓","nrfg"
20150802,20,"楊男","nr"
20150802,14,"陳姓","nr"
20150802,30,"前球","n"
20150802,33,"劉女","nr"
20150802,58,"父親","n"
20150802,41,"黃姓","n"
20150802,43,"康崔","nr"
20150802,32,"吳姓","nr"
20150802,16,"馨","ng"
20150802,40,"呂姓","nr"
20150802,60,"黃姓","n"
20150802,20,"楊男","nr"
20150802,14,"陳姓","nr"
20150802,53,"資深","n"
20150802,16,"歌曲","n"
20150802,34,"女星","n"
20150802,90,"劉雨雲","nr"
20150802,30,"負債","n"
20150802,28,"阿咪","n"
20150802,25,"體力","n"
20150802,32,"屋","n"
20150802,31,"劉姓","nr"
20150802,59,"男性","n"
20150802,27,"劉姓","nr"
20150802,33,"劉姓","nr"
20150802,30,"卡伯列","nrt"
20150802,7,"女兒","n"
20150802,30,"輕人","n"
20150802,20,"救人","n"
20150802,34,"男子","n"
20150802,22,"王姓","n"
20150802,65,"男子","n"
20150802,89,"婦人","n"
20150802,76,"老師","n"
20150802,30,"卡伯列","nrt"
20150802,26,"劉姓","nr"
20150802,33,"劉姓","nr"
20150802,66,"艾荷","n"
20150802,67,"坤柱","ns"
20150802,32,"吳姓","nr"
20150802,34,"林姓","nrfg"
20150802,2,"小男孩","n"
20150802,5,"女童","n"
20150802,40,"定期","vn"
20150802,50,"檢","vn"
20150802,10,"作者","n"
20150802,77,"簡","n"
20150802,59,"謝季珍","nr"
20150802,4,"兒子","n"
20150802,5,"雙","n"
20150802,30,"女陸","n"
20150802,27,"女子","n"
20150802,20,"泰國","ns"
20150802,10,"小","n"
20150802,43,"時生","n"
20150802,72,"畢紹普","nr"
20150802,20,"救人","n"
20150802,34,"男子","n"
20150802,22,"王姓","n"
20150802,66,"艾荷","n"
20150802,76,"老師","n"
20150802,6,"雙","n"
20150802,43,"男友","n"
20150802,50,"克魯","nr"
20150802,24,"小野","n"
20150802,20,"高真榮","nr"
20150802,79,"薩爾曼國","ns"
20150802,101,"陳萬成","nr"
20150802,79,"兒子","n"
20150802,15,"音樂","n"
20150802,12,"楊瀚","nr"
20150802,12,"楊瀚","nr"
20150802,12,"楊瀚","nr"
20150802,58,"黃姓","n"
20150802,27,"瑞秋","nr"
20150802,24,"歐洲","ns"
20150802,20,"投手","n"
20150802,30,"中國","ns"
20150802,30,"女遊","n"
20150802,90,"老村","n"
20150802,35,"張姓","nrfg"
20150802,74,"抗癌","vn"
20150802,96,"外婆","n"
20150802,20,"楊姓","nr"
20150802,14,"深潭","ns"
20150802,34,"廖","nr"
20150802,34,"孔得權","nr"
20150802,23,"黃耀德","nr"
20150802,59,"陳塗水","nr"
20150802,94,"許宗奇","nr"
20150802,16,"職業","n"
20150802,16,"職業","n"
20150802,20,"楊志明","nr"
20150802,14,"陳姓","nr"
20150802,52,"事資訊業","n"
20150802,26,"事","n"
20150802,19,"歐陽","ns"
20150802,5,"於","nr"
20150802,14,"潭","n"
20150802,14,"小心","n"
20150802,20,"楊志明","nr"
20150802,34,"印尼","ns"
20150802,38,"阿諾","nr"
20150802,39,"艾迪","nr"
20150802,34,"阿金","n"
20150802,35,"張姓","nrfg"
20150802,75,"林茂宏","nr"
20150802,75,"林茂宏","nr"
20150802,120,"夫妻","n"
20150802,130,"鍾","nr"
20150802,136,"趙文懷","nr"
20150802,30,"女子","n"
20150802,29,"丈夫","n"
20150802,7,"女兒","n"
20150802,20,"投手","n"
20150802,76,"盧姓","nr"
20150802,8,"辦法","n"
20150802,34,"赤膊","n"
20150802,27,"李小姐","nr"
20150802,40,"家族","nz"
20150802,40,"家族","nz"
20150802,57,"葉","n"
20150802,34,"阿金","n"
20150802,23,"警方","n"
20150802,28,"身材","n"
20150802,20,"趙昱翔","nr"
20150802,92,"總統","n"
20150802,18,"青少年","nr"
20150802,12,"楊瀚","nr"
20150802,12,"楊瀚","nr"
20150802,20,"綱學","n"
20150802,14,"團體","n"
20150802,14,"男","n"
20150802,20,"投手","n"
20150802,30,"女陸","n"
20150802,30,"女子","n"
20150802,29,"丈夫","n"
20150802,7,"女兒","n"
20150802,20,"楊姓","nr"
20150802,14,"家人","n"
20150802,28,"陳姓","nr"
20150802,27,"歌手","n"
20150802,18,"黃姓","n"
20150802,65,"鄢","nr"
20150802,30,"女陸","n"
20150802,25,"彭","nr"
20150802,24,"男子","n"
20150802,27,"布里","nrt"
20150802,30,"女陸","n"
20150802,58,"許清華","nr"
20150802,64,"父親","n"
20150802,34,"林姓","nrfg"
20150802,42,"竹科","n"
20150802,48,"陸籍","n"
20150802,53,"王姓","n"
20150802,2,"蔡姓","nr"
20150802,20,"楊姓","nr"
20150802,14,"家人","n"
20150802,32,"吳姓","nr"
20150802,32,"柯普蘭","nr"
20150802,13,"芭蕾","n"
20150802,30,"輕人","n"
20150802,62,"中風","n"
20150802,62,"鄭姓","ns"
20150802,34,"夫妻","n"
20150802,6,"圈外","vn"
20150802,96,"阿嬤","nr"
20150802,1,"哥哥","ns"
20150802,20,"學生","n"
20150802,34,"壇蜜","n"
20150802,33,"時","ng"
20150802,14,"家人","n"
20150802,6,"圈外人","n"
20150802,96,"外婆","n"
20150802,59,"鄭","ns"
20150802,23,"女兒","n"
20150802,32,"吳姓","nr"
